positionType,positionNum,publishTime,positionline,positionname,workLocation
产品/项目类,1,2019-03-13,position_detail.php?id=48029&keywords=&tid=0&lid=0,23671-企鹅号产品经理-CP激励机制（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=48030&keywords=&tid=0&lid=0,23671-企鹅号产品经理-OM平台建设（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=48031&keywords=&tid=0&lid=0,23671-企鹅号产品经理-OM发文能力（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=48032&keywords=&tid=0&lid=0,23671-企鹅号产品经理-CP活跃&增长(北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=48033&keywords=&tid=0&lid=0,23671-企鹅号产品经理-洞察工具CRM（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=48023&keywords=&tid=0&lid=0,28937-移动游戏测试工程师（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=48024&keywords=&tid=0&lid=0,23671-短视频后台开发leader,深圳
技术类,1,2019-03-13,position_detail.php?id=48025&keywords=&tid=0&lid=0,TEG14-社交业务后台开发工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=48026&keywords=&tid=0&lid=0,TEG14-Elasticsearch研发工程师,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=48027&keywords=&tid=0&lid=0,29912-微视产品策划,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=48028&keywords=&tid=0&lid=0,29912-产品运营,深圳
设计类,1,2019-03-13,position_detail.php?id=48018&keywords=&tid=0&lid=0,15612-手游高级场景原画（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=48019&keywords=&tid=0&lid=0,15612-手游场景原画（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=48020&keywords=&tid=0&lid=0,15612-手游高级角色原画（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=48021&keywords=&tid=0&lid=0,15612-手游角色原画（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=48022&keywords=&tid=0&lid=0,15612-资深系统策划（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=48012&keywords=&tid=0&lid=0,15612-手游客户端开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=48013&keywords=&tid=0&lid=0,15774-游戏产品市场分析经理（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=48014&keywords=&tid=0&lid=0,15612-手游3D特效设计师（深圳）,深圳
设计类,2,2019-03-13,position_detail.php?id=48015&keywords=&tid=0&lid=0,15612-手游3D动作设计师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=48016&keywords=&tid=0&lid=0,15612-手游高级UI设计师（深圳）,深圳
设计类,2,2019-03-13,position_detail.php?id=48017&keywords=&tid=0&lid=0,15612-手游UI设计师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=48006&keywords=&tid=0&lid=0,18402-移动游戏本地化,深圳
设计类,1,2019-03-13,position_detail.php?id=48007&keywords=&tid=0&lid=0,24987-3D游戏角色,上海
设计类,1,2019-03-13,position_detail.php?id=48008&keywords=&tid=0&lid=0,15712-游戏高级交互设计师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=48009&keywords=&tid=0&lid=0,27216-腾讯乘车码高级开发工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=48010&keywords=&tid=0&lid=0,15612-版本运营策划（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=48011&keywords=&tid=0&lid=0,15612-手游后台高级工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=48001&keywords=&tid=0&lid=0,29311-腾讯安全品牌经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=48002&keywords=&tid=0&lid=0,31504-服务产品中心高级项目经理,深圳
设计类,1,2019-03-13,position_detail.php?id=48003&keywords=&tid=0&lid=0,22989-腾讯云设计中心-高级交互设计师（成都）,成都
产品/项目类,1,2019-03-13,position_detail.php?id=48004&keywords=&tid=0&lid=0,22989-AI高级产品运营经理（AI服务平台产品）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=48005&keywords=&tid=0&lid=0,27556-开放世界RPG手游平台合作,深圳
设计类,1,2019-03-13,position_detail.php?id=47995&keywords=&tid=0&lid=0,29923-高级视觉设计师,深圳
内容编辑类,2,2019-03-13,position_detail.php?id=47996&keywords=&tid=0&lid=0,16810-腾讯动漫原创编辑,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47997&keywords=&tid=0&lid=0,30628-腾讯营销咨询工具平台产品经理（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47998&keywords=&tid=0&lid=0,18402-MMO手游-平台渠道运营,深圳
市场类,1,2019-03-13,position_detail.php?id=48000&keywords=&tid=0&lid=0,25668-腾讯云金融行业高级市场经理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47988&keywords=&tid=0&lid=0,TEG05-应用运维安全开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47989&keywords=&tid=0&lid=0,21087-端游游戏运营策划(深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47990&keywords=&tid=0&lid=0,31458-通讯业务研发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47993&keywords=&tid=0&lid=0,PCG17-QQ钱包支付后台开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47994&keywords=&tid=0&lid=0,16810-动漫平台iOS开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47982&keywords=&tid=0&lid=0,15602-回合策略游戏系统策划（深圳）,深圳
内容编辑类,1,2019-03-13,position_detail.php?id=47983&keywords=&tid=0&lid=0,22851-漫画编辑（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47984&keywords=&tid=0&lid=0,28937-移动游戏测试工程师（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47985&keywords=&tid=0&lid=0,29777-金融科技产品经理,深圳
市场类,2,2019-03-13,position_detail.php?id=47986&keywords=&tid=0&lid=0,19837-电影区域发行经理（北京）,北京
市场类,1,2019-03-13,position_detail.php?id=47987&keywords=&tid=0&lid=0,30624-腾讯广告白酒行业广告销售经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47975&keywords=&tid=0&lid=0,22989-大数据和人工智能交付架构师（北京/深圳/上海）,上海
产品/项目类,3,2019-03-13,position_detail.php?id=47976&keywords=&tid=0&lid=0,22989-专有云产品策划经理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47977&keywords=&tid=0&lid=0,CSIG02-智慧教育售前工程师(北京),北京
技术类,3,2019-03-13,position_detail.php?id=47979&keywords=&tid=0&lid=0,23671-短视频大数据分析开发（深圳）,深圳
职能类,2,2019-03-13,position_detail.php?id=47980&keywords=&tid=0&lid=0,S2-账务中心高级会计（深圳）,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=47970&keywords=&tid=0&lid=0,PCG09-创新产品经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47971&keywords=&tid=0&lid=0,26832-Global HR Trainee,深圳
职能类,1,2019-03-13,position_detail.php?id=47972&keywords=&tid=0&lid=0,BJ-员工福利运营经理（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47973&keywords=&tid=0&lid=0,CSIG15-智能助手web前端开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47974&keywords=&tid=0&lid=0,29777-腾讯云高级运营经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47965&keywords=&tid=0&lid=0,26564-游戏社区APP产品策划（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47966&keywords=&tid=0&lid=0,20016-天美手游高级测试工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47967&keywords=&tid=0&lid=0,18302-手游制作人,深圳
技术类,1,2019-03-13,position_detail.php?id=47968&keywords=&tid=0&lid=0,TEG05-高级数据挖掘工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47969&keywords=&tid=0&lid=0,TEG05-高级安全策略工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47961&keywords=&tid=0&lid=0,21309-腾讯教育科技有限公司销售总监（武汉）,武汉
技术类,1,2019-03-13,position_detail.php?id=47962&keywords=&tid=0&lid=0,PCG10-浏览器搜索广告算法（高级）研究员 ,深圳
市场类,1,2019-03-13,position_detail.php?id=47963&keywords=&tid=0&lid=0,14914-品牌营销经理（深圳）,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=47964&keywords=&tid=0&lid=0,HY3-虚拟偶像策划运营,深圳
技术类,1,2019-03-13,position_detail.php?id=47956&keywords=&tid=0&lid=0,29912-增长后台开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47959&keywords=&tid=0&lid=0,CSIG16-腾讯地图高级研发工程师,北京
技术类,2,2019-03-13,position_detail.php?id=47960&keywords=&tid=0&lid=0,19332-企点大数据开发工程师（上海）,上海
技术类,2,2019-03-13,position_detail.php?id=47952&keywords=&tid=0&lid=0,23294-互娱手游电竞运营开发工程师(深圳),深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47953&keywords=&tid=0&lid=0,WXG03-212 小程序产品经理（广州）,广州
产品/项目类,1,2019-03-13,position_detail.php?id=47954&keywords=&tid=0&lid=0,15605-手游系统策划（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47955&keywords=&tid=0&lid=0,29912-增长算法岗,深圳
技术类,2,2019-03-13,position_detail.php?id=47947&keywords=&tid=0&lid=0,25663-泛互联网解决方案架构师（北京）,北京
产品/项目类,2,2019-03-13,position_detail.php?id=47948&keywords=&tid=0&lid=0,19511-游戏学院内部培训经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47949&keywords=&tid=0&lid=0,30361-WEB前端工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47950&keywords=&tid=0&lid=0,27193-互娱创意设计项目管理,深圳
市场类,1,2019-03-13,position_detail.php?id=47951&keywords=&tid=0&lid=0,HY6-互娱市场策划与推广(成都),成都
产品/项目类,1,2019-03-13,position_detail.php?id=47940&keywords=&tid=0&lid=0,19407-移动游戏平台合作,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47941&keywords=&tid=0&lid=0,TME-全民K歌平台产品运营（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47943&keywords=&tid=0&lid=0,15665-公共协调项目管理经理(深圳),深圳
技术类,1,2019-03-13,position_detail.php?id=47944&keywords=&tid=0&lid=0,29777-金融云互联网金融售前架构师（深圳/北京/上海）（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47945&keywords=&tid=0&lid=0,S2-FIT财务管理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47946&keywords=&tid=0&lid=0,30628-腾讯广告Java开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47935&keywords=&tid=0&lid=0,25664-政府行业产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47936&keywords=&tid=0&lid=0,22989-大数据AI综合应用资深后台开发工程师,杭州
技术类,1,2019-03-13,position_detail.php?id=47937&keywords=&tid=0&lid=0,22989-AI产品高级后台软件开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47938&keywords=&tid=0&lid=0,22989-腾讯云中间件Devops平台后台开发组长 （深圳),深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47939&keywords=&tid=0&lid=0,19407-移动游戏数据分析,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47928&keywords=&tid=0&lid=0,CSIG16-腾讯地图生活服务产品经理,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47929&keywords=&tid=0&lid=0,CSIG16-腾讯地图合作产品策划,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47930&keywords=&tid=0&lid=0,CSIG16-地图搜索产品经理,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47932&keywords=&tid=0&lid=0,31506-云安全项目经理（深圳/北京）（深圳总部）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47933&keywords=&tid=0&lid=0,31506-云安全项目经理（深圳/北京）（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47934&keywords=&tid=0&lid=0,25664-市场推广经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47922&keywords=&tid=0&lid=0,RP-共享服务运营高级经理（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47923&keywords=&tid=0&lid=0,TME-腾讯音乐多媒体AI研究员（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47924&keywords=&tid=0&lid=0,25927-WeTest云平台资深架构师（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47925&keywords=&tid=0&lid=0,30628-腾讯广告平台高级产品经理（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47926&keywords=&tid=0&lid=0,30628-腾讯数据管理Java应用研发工程师（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47927&keywords=&tid=0&lid=0,CSIG16-腾讯地图渠道运营,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47916&keywords=&tid=0&lid=0,23671-企鹅号内容货架产品经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47917&keywords=&tid=0&lid=0,TA-培训经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47919&keywords=&tid=0&lid=0,29316-沟通传播文化专家（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47920&keywords=&tid=0&lid=0,21557-音视频网络技术高级开发工程师（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47921&keywords=&tid=0&lid=0,29316-CSIG-培训经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47911&keywords=&tid=0&lid=0,30933-主数值策划,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47912&keywords=&tid=0&lid=0,30933-主系统策划（社交方向）,深圳
职能类,1,2019-03-13,position_detail.php?id=47913&keywords=&tid=0&lid=0,29316-华北区域HRBP（北京）,北京
职能类,1,2019-03-13,position_detail.php?id=47914&keywords=&tid=0&lid=0,29316-HRBP（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47915&keywords=&tid=0&lid=0,CB-高级薪酬经理[长期激励方向]（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47905&keywords=&tid=0&lid=0,26832-海外校园招聘经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47906&keywords=&tid=0&lid=0,29316-HRBP（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47907&keywords=&tid=0&lid=0,IEG-组织发展经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47908&keywords=&tid=0&lid=0,IEG-领导力培训经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47909&keywords=&tid=0&lid=0,CDG-员工关系经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47910&keywords=&tid=0&lid=0,CDG-HRBP-AMS（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47900&keywords=&tid=0&lid=0,PCG09-信息流策略推荐高级产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47901&keywords=&tid=0&lid=0,PCG09-QQ看点数据分析工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47902&keywords=&tid=0&lid=0,PCG09-QQ看点后台开发（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47903&keywords=&tid=0&lid=0,25663-泛互联网解决方案架构师（北京/上海/深圳）（深圳总部）,深圳
职能类,2,2019-03-13,position_detail.php?id=47904&keywords=&tid=0&lid=0,26832-海外招聘经理（深圳）,深圳
技术类,6,2019-03-13,position_detail.php?id=47895&keywords=&tid=0&lid=0,28481-高级前端开发工程师(深圳3.17专场招聘会),深圳
内容编辑类,2,2019-03-13,position_detail.php?id=47896&keywords=&tid=0&lid=0,22851-腾讯视频音乐频道运营编辑（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47898&keywords=&tid=0&lid=0,PCG10-浏览器功能前端开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47890&keywords=&tid=0&lid=0,30933-高级引擎图形开发工程师/Senior Graphics Engineer,深圳
,1,2019-03-13,position_detail.php?id=47891&keywords=&tid=0&lid=0,27553-高级媒介传播经理,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47892&keywords=&tid=0&lid=0,27553-数据可视化产品策划,深圳
技术类,1,2019-03-13,position_detail.php?id=47893&keywords=&tid=0&lid=0,22086-腾讯体育Android开发工程师（北京）,北京
技术类,8,2019-03-13,position_detail.php?id=47894&keywords=&tid=0&lid=0,28481-高级后台开发工程师(深圳3.17专场招聘会）,深圳
设计类,1,2019-03-13,position_detail.php?id=47884&keywords=&tid=0&lid=0,15569-横版射击手游主美术（深圳）,深圳
设计类,2,2019-03-13,position_detail.php?id=47885&keywords=&tid=0&lid=0,30633-腾讯社交广告视觉设计师（设计中心  深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47886&keywords=&tid=0&lid=0,18302-手游制作人,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47887&keywords=&tid=0&lid=0,18302-新动作手游数值策划（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47888&keywords=&tid=0&lid=0,18302-新动作手游系统策划（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47889&keywords=&tid=0&lid=0,18302-新动作手游角色战斗策划（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47878&keywords=&tid=0&lid=0,PCG04-腾讯PCG研发部架构师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47880&keywords=&tid=0&lid=0,25927-平台高级产品经理（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47881&keywords=&tid=0&lid=0,25927-高级测试开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47882&keywords=&tid=0&lid=0,25927-游戏测试经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47883&keywords=&tid=0&lid=0,22989-腾讯云解决方案架构师-容器服务（上海/北京/深圳/成都）,深圳
市场类,1,2019-03-13,position_detail.php?id=47873&keywords=&tid=0&lid=0,GY0-【国际业务部】海外广告高级销售经理（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47874&keywords=&tid=0&lid=0,GY0-【国际业务部】海外广告运营（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47875&keywords=&tid=0&lid=0,CSIG17-企点系统测试工程师（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47876&keywords=&tid=0&lid=0,30361-天天P图内容运营（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47877&keywords=&tid=0&lid=0,18302-高级UI动效设计师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47872&keywords=&tid=0&lid=0,31504-运营服务管理,深圳
技术类,1,2019-03-13,position_detail.php?id=47868&keywords=&tid=0&lid=0,31504-运营开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47870&keywords=&tid=0&lid=0,22989-数据分析师,深圳
技术类,1,2019-03-13,position_detail.php?id=47871&keywords=&tid=0&lid=0,22989-专有云售前架构师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47862&keywords=&tid=0&lid=0,CSIG16-数据生产管理经理,北京
技术类,1,2019-03-13,position_detail.php?id=47863&keywords=&tid=0&lid=0,20354-虚拟化安全工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47864&keywords=&tid=0&lid=0,15583-互娱游戏策划(深圳),深圳
职能类,1,2019-03-13,position_detail.php?id=47865&keywords=&tid=0&lid=0,FWZ-游戏维权法务（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47866&keywords=&tid=0&lid=0,WXG03-微信开放平台后台策略安全工程师,广州
技术类,1,2019-03-13,position_detail.php?id=47867&keywords=&tid=0&lid=0,31504-后台开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47856&keywords=&tid=0&lid=0,15571-CF手游后台开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47857&keywords=&tid=0&lid=0,TEG09-云架构平台运营开发工程师（深圳）,深圳
设计类,3,2019-03-13,position_detail.php?id=47858&keywords=&tid=0&lid=0,15605-高级3D场景设计师(深圳),深圳
技术类,1,2019-03-13,position_detail.php?id=47861&keywords=&tid=0&lid=0,CSIG16-位置服务后台开发高级工程师,北京
职能类,1,2019-03-13,position_detail.php?id=47848&keywords=&tid=0&lid=0,21532-腾讯音乐基建技术专员（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47849&keywords=&tid=0&lid=0,21532-腾讯音乐办公规划专员（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47850&keywords=&tid=0&lid=0,21532-腾讯音乐福利文化专员（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47851&keywords=&tid=0&lid=0,16810-腾讯动漫运营开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47852&keywords=&tid=0&lid=0,19821-影视制片经理(北京）,北京
市场类,1,2019-03-13,position_detail.php?id=47854&keywords=&tid=0&lid=0,"GY0-【国际业务部】Associate Director / Senior Manager, Busienss Strategy(Hong Kong)",香港
技术类,1,2019-03-13,position_detail.php?id=47841&keywords=&tid=0&lid=0,25923-PC客户端开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47843&keywords=&tid=0&lid=0,PCG04-系统测试工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47844&keywords=&tid=0&lid=0,27553-数据抓取工程师,深圳
职能类,1,2019-03-13,position_detail.php?id=47847&keywords=&tid=0&lid=0,18924-行政秘书（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47836&keywords=&tid=0&lid=0,21062-游戏客户端开发高级工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47837&keywords=&tid=0&lid=0,GY0-【国际业务部】JOOX策划产品经理-机器学习方向（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47838&keywords=&tid=0&lid=0,30625-腾讯广告KA旅游行业运营经理,北京
市场类,1,2019-03-13,position_detail.php?id=47839&keywords=&tid=0&lid=0,30629-广告营销服务线市场经理,北京
技术类,1,2019-03-13,position_detail.php?id=47840&keywords=&tid=0&lid=0,25923-腾讯游戏Redis开发高级工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47831&keywords=&tid=0&lid=0,22989-云售后运维工程师(北京/上海/深圳)（深圳总部）,深圳
技术类,1,2019-03-13,position_detail.php?id=47832&keywords=&tid=0&lid=0,22989-云售后运维工程师(北京/上海/深圳)（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47833&keywords=&tid=0&lid=0,22989-云售后运维工程师(北京/上海/深圳)（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47834&keywords=&tid=0&lid=0,22989-腾讯云高级流量运营经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47835&keywords=&tid=0&lid=0,21062-移动游戏高级后台开发工程师（深圳）,深圳
职能类,2,2019-03-13,position_detail.php?id=47826&keywords=&tid=0&lid=0,21527-腾讯音乐财务管理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47827&keywords=&tid=0&lid=0,31112-腾讯视频游戏中心后台开发,北京
职能类,1,2019-03-13,position_detail.php?id=47828&keywords=&tid=0&lid=0,BJ-政府及公共事务经理,北京
市场类,1,2019-03-13,position_detail.php?id=47829&keywords=&tid=0&lid=0,25668-腾讯云市场部-高级市场经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47830&keywords=&tid=0&lid=0,22989-腾讯云平台产品中心高级WEB前端开发（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47820&keywords=&tid=0&lid=0,23486-证券数据分析工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47821&keywords=&tid=0&lid=0,25924-移动客户端架构师,深圳
技术类,1,2019-03-13,position_detail.php?id=47822&keywords=&tid=0&lid=0,29310-智慧零售业务中心开发组长（上海or深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47823&keywords=&tid=0&lid=0,26699-智慧零售业务中心项目经理（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47824&keywords=&tid=0&lid=0,29910-UI工程師,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47825&keywords=&tid=0&lid=0,29910-设计项目管理,深圳
技术类,2,2019-03-13,position_detail.php?id=47815&keywords=&tid=0&lid=0,27553-腾讯音乐数据分析与开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47816&keywords=&tid=0&lid=0,28096-商务拓展经理,上海
市场类,1,2019-03-13,position_detail.php?id=47817&keywords=&tid=0&lid=0,TME-市场策划经理/主管（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47818&keywords=&tid=0&lid=0,25924-移动客户端架构师 （深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47819&keywords=&tid=0&lid=0,CSIG15-项目经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47808&keywords=&tid=0&lid=0,TEG06-C/C++高级后台开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47809&keywords=&tid=0&lid=0,25664-JAVA/Golang后台开发工程师,广州
产品/项目类,2,2019-03-13,position_detail.php?id=47810&keywords=&tid=0&lid=0,15665-日本游戏IP经理(深圳),深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47811&keywords=&tid=0&lid=0,15665-IP文学策划（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47813&keywords=&tid=0&lid=0,21557-音视频实验室音频算法专家（深圳/北京/美国）（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47814&keywords=&tid=0&lid=0,21557-音视频实验室音频工程专家（深圳/北京）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47802&keywords=&tid=0&lid=0,24987-运营经理,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47803&keywords=&tid=0&lid=0,19407-移动游戏运营经理,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47804&keywords=&tid=0&lid=0,PCG15-渠道策略负责人（用户增长）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47805&keywords=&tid=0&lid=0,24987-战术竞技类游戏关卡策划,上海
技术类,1,2019-03-13,position_detail.php?id=47807&keywords=&tid=0&lid=0,TEG06-Golang/C++高级后台开发工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47797&keywords=&tid=0&lid=0,18302-剑灵手游资深3D特效设计师/专家（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47798&keywords=&tid=0&lid=0,22086-数据挖掘工程师,北京
技术类,1,2019-03-13,position_detail.php?id=47799&keywords=&tid=0&lid=0,22086-机器学习高级工程师,北京
技术类,1,2019-03-13,position_detail.php?id=47800&keywords=&tid=0&lid=0,27092-腾讯手游助手引擎开发（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47801&keywords=&tid=0&lid=0,24987-平台渠道运营合作,上海
设计类,1,2019-03-13,position_detail.php?id=47791&keywords=&tid=0&lid=0,18302-动作手游概念分镜导演,深圳
设计类,1,2019-03-13,position_detail.php?id=47792&keywords=&tid=0&lid=0,18302-LBS手游主美术（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47793&keywords=&tid=0&lid=0,18302-LBS手游3D动画组长（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47794&keywords=&tid=0&lid=0,18302-世界观概念设计师,深圳
设计类,1,2019-03-13,position_detail.php?id=47795&keywords=&tid=0&lid=0,18302-LBS手游资深GUI设计组长（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47796&keywords=&tid=0&lid=0,18302-新动作手游资深GUI设计师（深圳）,深圳
